id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
32464492,Great big houseboat at the center,104518399,Tijmen,,Centrum-Oost,52.35974,4.90388,Entire home/apt,270,3,49,2023-03-09,1.01,1,42,37,0363 3C63 2005 CF2E 674F
30943253,Romantic apartment in Amsterdam with Garden,22535919,Joren,,Bos en Lommer,52.37812,4.85139,Entire home/apt,169,3,8,2023-02-25,0.16,1,3,1,0363 7056 0B04 F8EE E89C
32481123,Beautiful canal facing apartment in Amsterdam!,145683392,גל,,Westerpark,52.3829515,4.876164,Entire home/apt,420,5,0,,,1,30,0,0363 8496 C36A 4CCD 81EE
31709186,Lovely apartment in the most vibrant city area,534213,Guillaume,,De Pijp - Rivierenbuurt,52.35662,4.90323,Entire home/apt,250,2,16,2022-06-06,0.32,1,0,3,0363 03B3 A3C5 3CFA 2F4C
31731136,Studio Koggeschip Amsterdam BB,237857503,Bas-Jan,,Centrum-West,52.3777,4.8922,Entire home/apt,95,1,215,2023-02-23,4.31,1,109,40,0363 A541 3464 6B48 A6D8
30946085,Luxe Central Historic Monument On Water,126221530,Katya,,Centrum-West,52.36847,4.8876,Entire home/apt,450,3,22,2023-01-01,0.43,1,0,8,0363 10D1 F71F 5646 867A
32485135,Sleep in a Hub!,243087395,CityHub,,De Baarsjes - Oud-West,52.36798,4.86633,Hotel room,129,1,1783,2023-03-09,36.66,1,359,904,Exempt
31011504,Private studio at houseboat Alma in Amsterdam,3409554,Marieke,,De Baarsjes - Oud-West,52.37236,4.87329,Private room,108,2,146,2023-03-07,2.86,1,37,98,0363 9D7A 1D92 7644 787F
31050856,Amsterdam Canal View - Rooftop terrace,37806139,Joost,,Westerpark,52.38319,4.876584,Entire home/apt,310,4,8,2022-08-26,0.16,1,0,2,0363 10F7 971B 040B 9D3C
32485826,Old Pijp Studio,222356269,Paul & Mariana,,De Pijp - Rivierenbuurt,52.35331,4.89781,Private room,127,2,41,2022-05-09,0.84,2,253,6,0363 78A8 EB7A 3EB0 F13E
31742073,Family home for 2 children with roof terrace,20814012,Justin,,De Pijp - Rivierenbuurt,52.34735,4.90411,Entire home/apt,260,3,0,,,1,158,0,0363 11DD E3CE 92F4 1E0C
31758630,Luxurious Suite with Canal View in Heart of City,238122037,Joost,,Centrum-West,52.37403,4.88969,Hotel room,226,3,153,2023-02-28,3.40,2,28,79,03630DFB89DFF96B201A
31051752,Lovely 1 bedroom accommodation. Central Area,9072052,Olga,,Westerpark,52.38455,4.87037,Entire home/apt,107,1,8,2019-04-07,0.16,1,0,0,0363 E01B 38D7 B7CF 5ED6
32485928,New Pijp Studio,222356269,Paul & Mariana,,De Pijp - Rivierenbuurt,52.35232,4.89795,Private room,127,2,46,2022-11-10,0.99,2,253,13,0363 78A8 EB7A 3EB0 F13E
31053723,Top located Nest in Amsterdam West,4108456,Anthony,,Bos en Lommer,52.37813,4.85696,Entire home/apt,339,2,17,2023-03-05,2.73,2,61,17,0363211DDF08312F6254
32488859,Beautiful 2-bedroom apartment right in the center,33687041,Alex,,De Baarsjes - Oud-West,52.36312,4.8756,Entire home/apt,345,3,20,2022-06-06,0.41,1,33,7,0363 1948 BB76 8CDB CCCF
32538281,Stylish and Cosy. Private bathtub. Lake view.,46433878,Nicole,,IJburg - Zeeburgereiland,52.35251,5.00826,Private room,75,3,18,2020-01-02,0.38,2,0,0,036355A1D45C0732D6EB
31798430,Modern Apartment nearby City Center | Good Vibes,43514658,Tim,,Bos en Lommer,52.37604904174805,4.861410140991211,Entire home/apt,174,3,2,2023-02-16,2,1,46,2,0363 F11B FCD2 D282 4CEF
31820294,Tulip Apartment 2 rooms 2 baths Central Amsterdam,156790830,Mila,,Centrum-West,52.37978,4.88445,Private room,371,2,19,2023-02-25,0.39,3,266,6,0363 D7D4 C192 EE8B 7125
31831416,"Wonderful loft, central & with amazing canal view",2890590,Caterina,,Centrum-West,52.38104,4.88813,Entire home/apt,200,2,9,2019-07-08,0.19,1,0,0,0363 CAF2 7532 5675 BC47
31064558,Downtown Guestroom,14509904,Jacquelien,,Centrum-West,52.37615,4.892,Private room,120,2,208,2023-03-06,4.09,1,182,83,0363 04F3 1360 CE1E 91E3
31836170,"City Center (Canal area), spacious Apartment",107740899,Ana,,Centrum-West,52.38356,4.8876,Entire home/apt,250,2,3,2022-11-20,0.49,1,286,3,0363 EF6E 7FB8 9A8D 973C
31066102,La Maison - Beautiful Cosy Apartment For Two,65859990,Martijn,,De Pijp - Rivierenbuurt,52.35361,4.90185,Entire home/apt,179,2,8,2022-08-18,0.17,4,0,2,0363 6CCF 347F 0CFB 0E73
31068322,Cosy & family friendly house with rooftop terrace,8867901,Joost,,Watergraafsmeer,52.35014,4.93968,Entire home/apt,349,28,11,2023-01-02,0.22,1,0,5,0363 FBBC 5C59 DCB9 D06F
31854102,Spacious Apartment with sunny Garden,4359905,André,,De Pijp - Rivierenbuurt,52.34454,4.9098,Entire home/apt,194,2,15,2023-03-05,0.31,1,0,4,0363 3A9B 2945 D6E3 C14F
31856901,Brand new & bright modern styled apartment,16054546,Yvette,,De Baarsjes - Oud-West,52.36432,4.86253,Entire home/apt,180,1,25,2023-01-02,0.52,1,28,9,0363 8AE6 B3BC C8C2 2569
32541862,LOVELY MODERN APARTMENT IN A GREAT NEIGHBORHOOD!,37347310,Bas,,De Baarsjes - Oud-West,52.3687,4.86041,Private room,159,1,44,2022-11-05,0.92,1,234,21,0363 D182 74A7 33A7 1245
32542065,Wonderful Apartment with Beautiful View on Park,28739230,Matthijs,,Westerpark,52.37256,4.87059,Entire home/apt,175,3,9,2023-01-01,0.19,1,3,5,0363 58A6 BBBF F2FC F10E
31072230,Luxury Canal Suite De Heren,232131139,Rene,,Centrum-West,52.37202,4.88737,Private room,265,2,73,2023-02-24,1.53,1,149,33,0363 6037 5C42 900C E368
32559296,Sweets hotel - Meeuwenpleinbrug,203731852,Sweets,,Oud-Noord,52.38976,4.91841,Private room,159,1,37,2022-11-21,0.77,22,158,12,Exempt
31870080,NEW! 2 Floor Canal Apartment,139066154,Theo,,Centrum-West,52.37537,4.88925,Private room,231,1,157,2023-03-05,3.18,1,0,86,0363 B9BE 6C32 C092 5795
31072801,Design Apartment in Centre 60m2 &breakfast&bikes,232136059,Noa M.,,Centrum-Oost,52.36667,4.90926,Private room,232,3,223,2023-03-07,4.37,1,73,85,0363 59E1 9A11 30FC 589D
31871461,"Jordaan Inn, downtown studio apartment with charm!",15860061,Wouter & Caroline,,Centrum-West,52.37662,4.88117,Private room,125,4,58,2023-03-05,1.16,1,83,20,0363 DA13 6FB8 E6CD F348
32560952,Luxurious apt canal view with spacious roof terace,4179318,Benjamin,,Centrum-West,52.379616,4.89147,Entire home/apt,507,2,21,2022-08-13,0.43,1,14,6,Z211 9122 12xx xxxx xxxx
31082446,Modern apartment near Vondelpark,7091399,Jaco,,Slotervaart,52.34937002500013,4.844663518524164,Entire home/apt,350,3,2,2022-11-13,0.46,1,326,2,0363 895E 3981 65F8 F941
32600527,Cosy and modern studio at the Amstel,20227269,Fardau,,Oud-Oost,52.35132,4.9134,Entire home/apt,150,10,13,2022-11-21,0.27,1,38,6,0363 0918 4F9E 05A0 A6B1
32623608,ClinkNoord - Bed in 14-bed dorm,245267147,ClinkNOORD,,Oud-Noord,52.385,4.90293,Shared room,41,1,76,2023-02-20,1.61,12,320,46,Exempt
31917406,Romantic Captains Hut,7700466,Laura,,Oostelijk Havengebied - Indische Buurt,52.37147,4.95043,Entire home/apt,155,3,23,2023-01-15,0.54,1,160,21,0363 CD30 A2E4 97D9 9D09
31086086,Great Houseboat in Amsterdam Centrum,19285283,Isadora And Cristian,,Centrum-West,52.37139,4.87486,Entire home/apt,327,3,59,2023-02-22,1.19,1,206,32,0363 5978 D60F 8419 37EE
31100723,"Cosy apartment in ""De Pijp""",16828309,Rebecca,,De Pijp - Rivierenbuurt,52.35666,4.89785,Entire home/apt,200,3,25,2023-02-27,0.56,1,2,10,0363 BF44 727B C5AF 4AA2
31940174,Cozy and comfy apartment for couples.,137637756,Manon,,Westerpark,52.37775,4.87055,Entire home/apt,160,2,9,2022-05-29,0.21,1,0,3,0363 6B11 8F60 183E 03D9
32624414,ClinkNoord - Bed in 10-bed dorm,245267147,ClinkNOORD,,Oud-Noord,52.38322,4.90311,Shared room,41,1,73,2023-02-24,1.57,12,340,26,Exempt
32624418,ClinkNoord - Bed in 6-bed en-suite dorm,245267147,ClinkNOORD,,Oud-Noord,52.38337,4.90474,Shared room,43,1,51,2023-02-07,1.10,12,349,33,Exempt
32624420,ClinkNoord - Bed in 8-bed dorm,245267147,ClinkNOORD,,Oud-Noord,52.38524,4.90446,Shared room,46,1,24,2022-10-30,0.52,12,336,11,Exempt
32624425,ClinkNoord - Bed in 8-bed en-suite dorm,245267147,ClinkNOORD,,Oud-Noord,52.38317,4.90284,Shared room,48,1,41,2022-11-14,0.87,12,343,24,Exempt
32624427,ClinkNoord - Bed in 10-bed girls en-suite dorm,245267147,ClinkNOORD,,Oud-Noord,52.38315,4.90405,Shared room,44,1,56,2023-01-30,1.20,12,331,43,Exempt
31108268,3-room apartment in the heart of De Pijp,24858944,Laura,,De Pijp - Rivierenbuurt,52.35495,4.90226,Entire home/apt,290,1,5,2023-01-01,0.83,1,24,5,036306932C6FD549C06B
32624429,ClinkNoord - Bed in 4-bed en-suite dorm,245267147,ClinkNOORD,,Oud-Noord,52.38512,4.90442,Shared room,46,1,294,2023-02-22,6.29,12,349,137,Exempt
32624963,ClinkNoord - Private single en-suite room,245267147,ClinkNOORD,,Oud-Noord,52.38323,4.90427,Hotel room,100,1,38,2023-01-29,0.83,12,264,24,Exempt
32624966,ClinkNoord - Twin Private Room En-suite,245267147,ClinkNOORD,,Oud-Noord,52.38322,4.90275,Hotel room,147,1,23,2023-02-02,0.56,12,351,19,Exempt
32624969,ClinkNoord - Private quadruple en-suite room,245267147,ClinkNOORD,,Oud-Noord,52.38483,4.90477,Hotel room,286,1,111,2023-02-14,2.40,12,353,93,Exempt
31942766,Cosy & comfortable suite on coaster close 2 centre,239043602,Sander,,Oostelijk Havengebied - Indische Buurt,52.37632,4.94322,Private room,125,3,51,2023-01-13,1.05,1,28,26,0363 14A5 DD35 3F74 6BB5
31136615,"Garden Suite, City Centre",217577916,Mimi,,Centrum-West,52.38149,4.88972,Private room,90,1,215,2023-02-19,4.25,2,282,69,0363 C9F0 BE30 939B CEE8
31944927,Bed in 4 Bed Dorm Ensuite,237150404,The Flying Pig Downtown,,Centrum-West,52.37674,4.89624,Hotel room,53,1,22,2020-08-15,0.49,3,122,0,Exempt
32624973,ClinkNoord - Private Double En-Suite Room,245267147,ClinkNOORD,,Oud-Noord,52.38516,4.90316,Hotel room,155,1,117,2023-01-07,2.53,12,351,60,Exempt
31139590,Amsterdam Suite in the Heart of the City,217577916,Mimi,,Centrum-West,52.38104,4.89175,Private room,77,1,189,2023-02-16,3.74,2,243,63,0363 C9F0 BE30 939B CEE8
32625293,ClinkNoord - Bed in 4-bed girls en-suite dorm,245267147,ClinkNOORD,,Oud-Noord,52.38312,4.90442,Shared room,49,1,131,2023-02-04,2.79,12,340,106,Exempt
31944954,Private Double Ensuite,237150404,The Flying Pig Downtown,,Centrum-West,52.37674,4.89624,Hotel room,176,1,12,2021-12-31,0.29,3,34,0,Exempt
31945032,Bed in 6 Bed Dorm Ensuite,237150404,The Flying Pig Downtown,,Centrum-West,52.37674,4.89624,Hotel room,50,1,32,2021-06-17,0.73,3,123,0,Exempt
33089191,Modern 1 BR apartment w/Kingbed at Rembrandtpark,17280723,Arthur,,Slotervaart,52.36333,4.84242,Entire home/apt,170,3,7,2023-02-06,0.18,1,0,4,0363 C634 D97B 71ED 77EC
31945057,Bed in 10 Bed Dorm,237150727,The Flying Pig Uptown,,Zuid,52.36032,4.8784,Hotel room,34,1,140,2020-03-04,3.12,3,123,0,Exempt
31945078,Bed in 6 Bed Dorm,237150727,The Flying Pig Uptown,,Zuid,52.36032,4.8784,Hotel room,38,1,37,2020-01-18,0.82,3,123,0,Exempt
31945123,Bed in 6 Bed Dorm Ensuite,237150996,St Christophers At The Winston,,Centrum-West,52.37392,4.89635,Shared room,46,1,100,2020-02-26,2.28,9,0,0,Exempt
32630699,Big luxurious appartement in Amsterdam,19781399,Daphne,,IJburg - Zeeburgereiland,52.37356,4.97097,Entire home/apt,203,4,1,2022-09-01,0.16,1,143,1,0363 BC72 3A72 04C5 7F72
33129141,Willem de Zwijger Luxury Ark,52650619,Rental Valley,,Bos en Lommer,52.37748,4.8634,Entire home/apt,200,4,86,2023-02-21,1.88,1,143,24,0363 C6AC 9357 F9F2 E559
31945182,Small Twin Ensuite,237150996,St Christophers At The Winston,,Centrum-West,52.37392,4.89635,Private room,155,1,91,2020-03-06,2.10,9,0,0,Exempt
31945260,Bed in 8 Bed Dorm Ensuite,237150996,St Christophers At The Winston,,Centrum-West,52.37392,4.89635,Shared room,43,1,170,2020-03-16,3.87,9,0,0,Exempt
31945342,Small Double Ensuite,237150996,St Christophers At The Winston,,Centrum-West,52.37392,4.89635,Private room,168,1,26,2020-03-06,0.60,9,0,0,Exempt
33147473,Ruim en centraal gelegen appartement - 85m2,94766363,Darryl,,Oud-Oost,52.35602,4.907,Entire home/apt,240,5,6,2022-08-06,0.14,1,0,1,0363 CD01 6E68 0CC7 DD34
31948590,Lovely Bright & Spacious apartment with garden,2144134,Thomas,,Oostelijk Havengebied - Indische Buurt,52.36385,4.93694,Entire home/apt,159,3,8,2022-07-17,0.47,1,0,4,0363 9B6D 19FE 7C63 9C98
32635929,Wonderful apartment with great rooftop @Javastraat,18918467,Jasper,,Oostelijk Havengebied - Indische Buurt,52.36428,4.93485,Entire home/apt,135,2,26,2021-11-13,0.54,1,0,0,0363 EB0E 9C48 31A4 D182
33160030,Houseboat Havana,47770842,Sven,,Buitenveldert - Zuidas,52.33433,4.84834,Private room,220,2,64,2022-08-14,1.36,1,279,16,Exempt
32679807,Beautiful bright apartment @citycentre & Jordaan!,51565809,Esther,,Centrum-West,52.37959,4.88209,Entire home/apt,140,3,8,2019-09-16,0.17,1,0,0,0363 B51D 07D8 F425 AB50
31953991,Lovely and stylish apartment on a superb location,5653882,Ravianne,,De Baarsjes - Oud-West,52.36715,4.86622,Entire home/apt,200,2,4,2020-02-17,0.08,1,0,0,0363 9792 B67F 7648 131C
33184440,Luxurious Amsterdam Penthouse with waterview!,9578096,Iva,,IJburg - Zeeburgereiland,52.35431,4.99841,Entire home/apt,234,3,10,2022-08-14,0.21,1,0,3,0363428E2DEA7CBBBB6A
31979911,Spacious & comfortable-Coronaproof | Free parking,239764380,Johan,,De Aker - Nieuw Sloten,52.350323,4.816838,Private room,175,1,35,2023-02-01,0.70,1,141,7,0363 721E DD09 2463 EDB3
31992514,Boutique Canal Suite,234341085,Kristine,,Centrum-West,52.36944,4.88104,Private room,350,1,3,2019-12-21,0.06,1,174,0,0363437D3FBE5E857141
32687211,2BR Family House near Central Station,3077295,Franciska,,Oud-Noord,52.39249,4.9055,Entire home/apt,275,5,9,2022-10-29,0.19,1,0,4,0363 0EE1 FE64 4DAA 1952
33236679,Luxurious two floor apartment with roof terrace!,19063095,Manon,,De Pijp - Rivierenbuurt,52.35372,4.8949,Entire home/apt,507,2,20,2023-02-12,0.42,1,0,10,0363 3468 9E56 5F2A 094F
32691009,Great apartment in City Center Amsterdam,22701985,Lois,,De Baarsjes - Oud-West,52.36386,4.87204,Entire home/apt,159,2,20,2022-10-10,0.42,1,12,2,0363 D394 579A D2ED DB7D
33259235,Twenty Eight - 2-Bedroom / Family Apartment,249828335,Sophie,,Zuid,52.34244,4.85656,Entire home/apt,585,1,10,2022-09-04,0.46,3,357,4,Exempt
32692691,Cosy apartment 7 mins from Central Station,104149310,Hinde,,Westerpark,52.38595,4.88247,Entire home/apt,214,3,15,2022-11-20,0.31,1,5,3,0363 F8F0 4F1C 0246 73B6
32009903,Private studio @ best location Prinsengracht!,181908745,Maarten,,Centrum-Oost,52.36284,4.892,Private room,152,2,151,2023-03-06,3.04,1,98,62,0363 856D AB3A 4EE4 1718
32021626,One bedroom apartment in Amsterdam city centre,93268250,Lianne,,De Baarsjes - Oud-West,52.36775,4.8755,Entire home/apt,100,2,16,2021-06-15,0.32,1,0,0,0363 7803 3280 4364 A872
32067350,"New! Beautiful large Houseboat ""AZARA""",198405490,Suzanne,,Centrum-West,52.37878,4.88724,Shared room,321,2,47,2022-11-29,0.96,8,0,14,0363 5A08 DDE3 0993 63A2
33265953,Bright and Spacious appartment in Amsterdam,172000244,Cato,,Oud-Oost,52.3539,4.92137,Entire home/apt,140,2,0,,,1,0,0,0363 51E1 42BA 9BA7 9B94
32068256,Historic canal house in the middle of De Jordaan!,25182441,Morningstar,,Centrum-West,52.3736,4.88318,Private room,304,2,115,2023-03-08,2.40,1,8,65,0363 A490 5958 6196 9B4C
32707589,Spacious 4p apt at the best location you can get!,245938143,Christiaan,,Centrum-Oost,52.36399,4.88607,Private room,218,1,66,2022-11-02,1.37,1,50,14,0363 6EF3 971C B15C C2FC
33280916,Stylish central apartment for family or 2 couples,34516326,Julia,,Centrum-Oost,52.36467,4.9101,Entire home/apt,195,2,4,2019-09-29,0.08,2,0,0,0363 36B0 E0CF 074B 8777
32717807,Bright corner apartment with great canal/park view,143288682,Bernard,,Bos en Lommer,52.37525,4.84994,Entire home/apt,45,4,4,2019-12-28,0.09,1,0,0,0363 386F 4939 A30E 4D65
33305599,"Spacious, stylish and bright 100m from Dam Square",77540373,Cashoo,,Centrum-West,52.37048,4.8945,Entire home/apt,220,3,0,,,2,0,0,036308F8EDF7E21F9051
32729549,Private room in luxery apartment + sunny balcony,12249725,Melanie,,Bos en Lommer,52.37579,4.83748,Private room,109,2,14,2020-03-09,0.30,2,0,0,0363 031D 2696 9F6F D528
32090247,Stylish and big apartment in Adam’s trendy OudWest,60385193,Kevin,,De Baarsjes - Oud-West,52.366,4.87464,Entire home/apt,235,2,12,2022-09-12,0.24,1,0,4,0363 864D 1878 D6AB 4BAB
33306697,Cozy appartment in Amsterdam the Pijp!,100504574,Lara,,De Pijp - Rivierenbuurt,52.35203,4.88837,Entire home/apt,480,6,1,2022-09-17,0.17,1,342,1,0363 91C6 8E2A 6DC6 129A
32099173,Nice room in Amsterdam Sloten,117820649,Mohanned,,De Aker - Nieuw Sloten,52.34879,4.80863,Private room,267,1,2,2019-06-10,0.04,5,342,0,0363DFE0BA9A9F3B3F02
33312803,Lovely family home in green oasis @ upcoming North,4977985,Ralph,,Oud-Noord,52.39366,4.91619,Entire home/apt,149,2,5,2020-01-01,0.11,1,0,0,0363 7EFB EC36 2971 B908
32106777,"Authentic Ship, great views and location",5042513,Wim,,Oostelijk Havengebied - Indische Buurt,52.37592,4.93882,Entire home/apt,250,2,1,2019-09-13,0.02,1,0,0,0363 5391 2FB0 F05A 7383
32774323,Cozy Scandinavian-style apartment close to centre,30307172,Robert & Alla,,De Baarsjes - Oud-West,52.36804,4.86689,Entire home/apt,149,3,5,2022-09-05,0.12,1,0,2,0363 4572 9C89 4B7A E3F2
33326302,Lovely home near Vondelpark: great for couples!,68783888,Lotte,,De Baarsjes - Oud-West,52.36446,4.85972,Entire home/apt,200,3,12,2022-10-29,0.25,1,0,2,0363 7E52 3D3D 6AB1 3C72
32780893,TWO-ONE-TWO Luxury B&B Museum Quarter Amsterdam,246569156,Ard,,Zuid,52.35396,4.86537,Hotel room,193,3,43,2023-02-06,0.90,1,24,16,0363 64DF E166 3766 3BDC
32135800,Comfortable room in Noord Amsterdam (T),4668971,Philip,,Oud-Noord,52.39368,4.92413,Private room,60,3,11,2019-05-05,0.22,3,0,0,0363 B9B4 484F 8C88 D798
33341681,Sunny ground floor family apartment,3674207,James,,De Baarsjes - Oud-West,52.36099,4.85776,Entire home/apt,350,4,6,2023-01-01,0.13,1,2,4,0363 3C90 C464 D924 FBD3
32155043,Fantastic apartment with garden in De Pijp!,10886849,Noortje,,De Pijp - Rivierenbuurt,52.35174372611262,4.892811835103377,Entire home/apt,249,3,21,2022-09-18,0.44,1,18,7,0363 7A21 50F5 9C6F 0D95
33357705,Family room for 3 persons on a houseboat,24700402,Barbara,,Watergraafsmeer,52.34127,4.91508,Private room,129,3,100,2022-09-25,2.13,1,21,55,0363 F006 4BBB 722F 8C2D
32155806,Bright room with spectacular canal view @ Jordaan,76555617,Clementine,,Centrum-West,52.38094,4.8882,Private room,160,1,59,2023-03-05,1.28,1,18,32,036318296D261047C492
32796572,Cozy apartment in De Baarsjes,40419840,Ana,,De Baarsjes - Oud-West,52.37167,4.85302,Entire home/apt,200,3,1,2019-12-31,0.03,1,0,0,0363 C90E 9E20 9570 D05B
33359293,"Cosy apartment in Amsterdam West, near city centre",23702951,Claire,,De Baarsjes - Oud-West,52.37059,4.85031,Entire home/apt,246,2,6,2023-01-07,0.61,1,13,6,0363 5E93 F389 7525 C746
32806651,ParkView,215159267,Daan,,Zuid,52.35594,4.85466,Private room,75,2,13,2020-08-20,0.27,1,0,0,0363 1769 D884 A0E0 3074
32806990,Trendy apt with bathtub overlooking pretty garden!,220111503,Elsbeth,,De Baarsjes - Oud-West,52.36916,4.85836,Entire home/apt,150,5,7,2021-08-23,0.15,1,0,0,0363 4A86 EDB3 EDE1 7101
32179987,Spacious Canal House Loft | City center,241449179,Menno,,Centrum-West,52.373077,4.87708,Private room,144,1,250,2023-03-03,5.05,2,234,63,0363 8EB7 3B9C 9C23 B8D0
32180451,Luxurious Canal House studio | City center,241449179,Menno,,Centrum-West,52.373077,4.87708,Private room,180,1,196,2023-03-02,3.96,2,237,42,0363 8EB7 3B9C 9C23 B8D0
33359533,Bright & spacious Studio @ Eco-Houseboat!,2847616,Arie,,Westerpark,52.39056,4.88719,Private room,204,2,57,2023-02-06,1.19,3,285,20,0363 9D14 8C36 267C 2B29
33361465,Central & Modern Studio on Eco-Houseboat!,2847616,Arie,,Westerpark,52.39056,4.88719,Private room,187,2,28,2022-12-13,0.59,3,291,7,0363 9D14 8C36 267C 2B29
33364999,City Centre apartment corner Reguliersgracht,8088712,Yeter,,Centrum-Oost,52.36188,4.89629,Entire home/apt,373,3,31,2023-03-04,0.65,2,228,17,0363 39C8 5989 05CD D197
32184201,Westerpark B&BIY apartment in former bakery,241484665,Reinette,,Westerpark,52.38277,4.87186,Entire home/apt,80,2,65,2022-10-17,1.33,1,0,23,0363 D08F D84F 6A45 BE5B
32861412,"PRIVATE apartment in Canal House, Jordaan, Center",221374705,Emmy'S Bnb,,Centrum-West,52.38754,4.88702,Private room,155,3,69,2023-02-26,1.42,2,49,42,0363E0211704A43933A1
32879140,Lovely apartment at the water with a sunny balcony,156772850,Romy,,De Baarsjes - Oud-West,52.37137,4.85691,Entire home/apt,290,2,12,2022-10-17,0.71,1,0,10,03633F49A1D1ADD06A8A
32888043,Studio anno 1659 - City Centre - Central Station,247427991,Rob,,Centrum-West,52.3776,4.89546,Private room,125,2,278,2023-03-07,5.85,1,25,103,0363 8241 B4C1 1400 419B
32905830,Private island in the heart of Amsterdam,203731852,Sweets,,Centrum-Oost,52.36195,4.90229,Hotel room,900,1,2,2022-06-05,0.05,22,194,1,Exempt
33416292,Nassau apartment A,251729623,Anke,,De Baarsjes - Oud-West,52.36985,4.87366,Private room,128,1,25,2023-01-06,0.54,2,131,6,0363 423A 2F16 C731 A413
32948155,"Beautiful, Design Apartment at great location!!!",58983438,Elzbieta,,Bos en Lommer,52.37594,4.85627,Entire home/apt,326,5,2,2020-02-16,0.04,1,18,0,0363DE5789295DF6E8D0
32956414,160m2 6 beds garden&terrace: 12 min toAmsterdam C!,7727479,Sandra,,IJburg - Zeeburgereiland,52.3607,4.9829,Entire home/apt,400,3,5,2022-08-14,0.13,2,7,2,0363 225B 6758 DAE4 95F9
32200213,Nice room in Amsterdam,117820649,Mohanned,,De Aker - Nieuw Sloten,52.34773,4.80685,Private room,450,2,0,,,5,363,0,0363DFEOBA9A9F3B3F03
32234104,Wittenberg by Cove One Bedroom Apartment,241644101,Wittenberg,,Centrum-Oost,52.36596,4.90894,Entire home/apt,222,7,7,2022-11-13,0.16,14,358,5,Exempt
33416933,Nassau  Apartment B,251729623,Anke,,De Baarsjes - Oud-West,52.3713,4.87439,Private room,126,1,34,2023-02-23,0.73,2,122,12,0363 423A 2F16 C731 A413
32234160,Wittenberg by Cove Studio Apartment,241644101,Wittenberg,,Centrum-Oost,52.36451,4.90901,Entire home/apt,115,7,53,2023-02-20,1.40,14,324,28,Exempt
33424512,Large family house near the city centre!,251533418,Christel,,Geuzenveld - Slotermeer,52.37328,4.821,Entire home/apt,150,4,4,2022-05-03,0.09,1,103,1,0363 D5C8 641E 017C B6A0
32234250,Wittenberg  by Cove One Bedroom Twin Apartment,241644101,Wittenberg,,Centrum-Oost,52.36593,4.91038,Entire home/apt,194,7,4,2022-08-08,0.15,14,332,3,Exempt
33426492,Amsterdam Pearl Houseboat,13764503,Nina&Predrag,,Centrum-Oost,52.37398,4.90804,Entire home/apt,299,1,27,2023-02-19,0.57,4,337,12,0363 7B6B 5BD0 16EE B850
34188854,'De Pijp' Ground Floor Private Room (Albert Cuyp),258129522,Ram,,De Pijp - Rivierenbuurt,52.35459,4.89559,Private room,125,1,25,2020-03-14,0.54,1,0,0,0363F4C9ED3AC5DEC84A
33439715,Family Room,244695471,Heye 130,,De Baarsjes - Oud-West,52.36226,4.86405,Hotel room,195,1,115,2023-02-21,2.81,6,75,54,Exempt
32973071,The Market Studio,248151268,Michel,,De Pijp - Rivierenbuurt,52.35604,4.8934,Private room,99,3,45,2020-03-06,0.93,1,0,0,0363 BF68 906C A10A 79B5
33441780,studio at the park with free parking place,4605318,Jacqueline,,Oud-Noord,52.38929,4.93728,Private room,186,2,70,2022-10-14,1.48,1,0,30,0363 A3FD CC34 EC84 DC7F
33448591,Room in City Center Nearby Leidse & Museum Square,251983944,Yavuz,,Centrum-Oost,52.36011,4.88851,Private room,153,2,141,2023-02-18,2.95,1,166,40,0363 0E75 AE2C 71D0 467E
32974828,Comfortable ground floor bedroom close to center,8801297,Natalie,,Bos en Lommer,52.37663,4.86173,Private room,95,3,280,2023-02-23,5.77,1,136,100,0363 B34B 8B37 820B FEE0
34242751,spacious & sunny family house,236139470,Maarten,,IJburg - Zeeburgereiland,52.35454,4.99238,Entire home/apt,150,5,9,2023-01-05,0.20,1,44,5,0363D82D684936671F33
33503225,Gorgeous apartment near Center/ Airport (+parking),16321910,Lucia,,Osdorp,52.35778,4.79699,Entire home/apt,180,5,7,2021-08-17,0.15,1,0,0,0363 7635 75FE A2BB C26B
34265095,Bright cozy apartment in beautiful Amsterdam South,44156108,Noortje,,De Pijp - Rivierenbuurt,52.34687,4.89874,Entire home/apt,75,2,12,2022-11-03,0.26,1,0,6,0363356044bc108d6e71
33504455,spacious appartment in vibrant area,4082004,Daan,,De Baarsjes - Oud-West,52.36846,4.86849,Entire home/apt,250,4,5,2022-12-30,0.11,1,0,3,0363 9C59 A212 82D5 97B8
34268932,Beautiful City Loft - 2 bedrms - in former school,258734095,Linda,,Oostelijk Havengebied - Indische Buurt,52.36576,4.93927,Entire home/apt,249,4,14,2022-08-19,0.32,1,1,5,0363 255E 4F57 2EB1 0331
32982335,The New Lake Boathouse,35003425,Sandra,,Zuid,52.34054,4.84561,Private room,133,2,152,2023-03-09,3.18,1,47,61,0363CE50A0EBC968C1AA
33516464,Cozy flat in De Pijp view on Albert Cuypmarkt,58230511,Clément,,De Pijp - Rivierenbuurt,52.35633,4.89571,Entire home/apt,150,6,7,2022-06-20,0.22,1,0,4,0363 1B6E D625 A020 EDFC
